,img_name,label
7473,kind@EIAWfc.png,kind
7474,somebody@7Tv2xB.png,somebody
7475,herself@qNKTfy.png,herself
7476,station@riSaR5.png,station
7477,scene@GvcwEY.png,scene
7478,region@xvbAKy.png,region
7479,economy@Em90jD.png,economy
7480,same@lag0Or.png,same
7481,defense@iNyCD2.png,defense
7482,economic@Sb8WhV.png,economic
7483,same@3wUOo6.png,same
7484,politics@hMGXcy.png,politics
7485,measure@dOt7g3.png,measure
7486,all@wdtAuI.png,all
7487,shake@FrWExU.png,shake
7488,should@atWDkY.png,should
7489,hit@zI1rnt.png,hit
7490,language@gw5xt0.png,language
7491,class@t2r7TX.png,class
7492,claim@v1eI5s.png,claim
7493,over@icsotI.png,over
7494,million@eJ40Cp.png,million
7495,site@tpdDF7.png,site
7496,other@Zn2LS9.png,other
7497,force@5A0aJm.png,force
7498,professional@EOYB3A.png,professional
7499,travel@L2fri3.png,travel
7500,skill@1w7yrM.png,skill
7501,environment@mjAP4i.png,environment
7502,activity@cgZC7X.png,activity
7503,individual@rYBTxh.png,individual
7504,property@MnoHY2.png,property
7505,month@j59WSf.png,month
7506,mission@yo9BNV.png,mission
7507,remember@ldvZi0.png,remember
7508,become@Cf0qFH.png,become
7509,one@hFRYnI.png,one
7510,throw@TmRaJI.png,throw
7511,begin@q6IKyQ.png,begin
7512,work@1cUsp4.png,work
7513,ahead@3tQfre.png,ahead
7514,but@y7OStL.png,but
7515,employee@DGOxKR.png,employee
7516,very@JBEgeu.png,very
7517,blue@BLYSyk.png,blue
7518,walk@FT8Iiy.png,walk
7519,set@RFBpQA.png,set
7520,analysis@kLWZB0.png,analysis
7521,though@mHECIO.png,though
7522,truth@VtNs82.png,truth
7523,daughter@2cgY48.png,daughter
7524,act@GWmJNB.png,act
7525,save@7LVSUz.png,save
7526,sure@Tulf69.png,sure
7527,standard@wONRq9.png,standard
7528,pretty@4YK3uy.png,pretty
7529,letter@GBPFWb.png,letter
7530,page@MROJxE.png,page
7531,involve@Aksun3.png,involve
7532,space@9eELlA.png,space
7533,range@oAdYeD.png,range
7534,per@B9GeVS.png,per
7535,sit@kcZE4h.png,sit
7536,smile@pVtzm9.png,smile
7537,without@3CjvxQ.png,without
7538,professional@u2WPqL.png,professional
7539,new@Wh20C8.png,new
7540,stage@vbpQTx.png,stage
7541,size@ovOT8Y.png,size
7542,if@gjBuxC.png,if
7543,foot@uHUdRp.png,foot
7544,state@ZezuXM.png,state
7545,from@Yf259V.png,from
7546,month@A5Sxnk.png,month
7547,particular@RtSuy1.png,particular
7548,low@HJmdEi.png,low
7549,western@3HYUm7.png,western
7550,prevent@lxX5a2.png,prevent
7551,budget@vB2AlR.png,budget
7552,hand@rk1GnI.png,hand
7553,statement@CPWTLQ.png,statement
7554,view@vkosbO.png,view
7555,stage@NvCEmK.png,stage
7556,sport@6JaD9Z.png,sport
7557,hundred@hfwvUO.png,hundred
7558,think@eLGm0F.png,think
7559,draw@8WXPqg.png,draw
7560,during@taMyGJ.png,during
7561,wish@FOgMHE.png,wish
7562,keep@dvrPYt.png,keep
7563,election@7f4sxI.png,election
7564,industry@fkoZCG.png,industry
7565,add@1Z7FvV.png,add
7566,either@bg0yzq.png,either
7567,at@fzmvae.png,at
7568,be@eudNGB.png,be
7569,various@PulLeq.png,various
7570,fast@b9WNZU.png,fast
7571,its@nPZKyL.png,its
7572,nearly@ZvFrsT.png,nearly
7573,resource@5iZX1L.png,resource
7574,clear@ZvXwrF.png,clear
7575,because@FbMQjE.png,because
7576,staff@YqIXlZ.png,staff
7577,because@0UWXcJ.png,because
7578,direction@F9A8jP.png,direction
7579,myself@DWJk8h.png,myself
7580,skill@xDiRAl.png,skill
7581,his@XSqQut.png,his
7582,risk@hnC9xy.png,risk
7583,many@qEAnX6.png,many
7584,training@ECqzfS.png,training
7585,either@WUV3Xa.png,either
7586,fact@ZUtiHO.png,fact
7587,should@WXurZ0.png,should
7588,boy@lxDKho.png,boy
7589,school@MmR4dc.png,school
7590,once@65f2QT.png,once
7591,either@GSHaWL.png,either
7592,blood@oRgnSh.png,blood
7593,alone@mgCA0R.png,alone
7594,become@ZSLWVO.png,become
7595,actually@oc4kBm.png,actually
7596,natural@mLGDYN.png,natural
7597,believe@5yevgq.png,believe
7598,wish@dJiEYR.png,wish
7599,management@6ISrWc.png,management
7600,throw@XtVri1.png,throw
7601,section@BfdC1W.png,section
7602,five@nMZ7Os.png,five
7603,science@NT1c2l.png,science
7604,ask@4UlWOL.png,ask
7605,simple@rxQIzS.png,simple
7606,should@Ni7dsf.png,should
7607,rate@spIeCh.png,rate
7608,might@3XJiIe.png,might
7609,risk@LGzj4K.png,risk
7610,bank@b8rY95.png,bank
7611,prevent@SLQWy5.png,prevent
7612,music@h3Ypgo.png,music
7613,kid@Jxdp4i.png,kid
7614,total@DW2j0F.png,total
7615,minute@pvRKNO.png,minute
7616,participant@p7zIJ5.png,participant
7617,arrive@dR25Bv.png,arrive
7618,employee@PmcnRk.png,employee
7619,enjoy@vzmqQU.png,enjoy
7620,guy@m5aE1k.png,guy
7621,expert@cRfazE.png,expert
7622,enjoy@X1IdQh.png,enjoy
7623,both@uKUxZP.png,both
7624,term@nOk4co.png,term
7625,me@lonAWV.png,me
7626,prove@GScH09.png,prove
7627,find@nX1fUE.png,find
7628,party@wyNjqd.png,party
7629,base@JLgM8H.png,base
7630,check@4oN0A5.png,check
7631,different@Pf80HQ.png,different
7632,training@17aZAj.png,training
7633,president@AdHVja.png,president
7634,win@m2pi6w.png,win
7635,man@Y2Wwma.png,man
7636,reveal@41yl5m.png,reveal
7637,down@EpPz1M.png,down
7638,here@XfsByN.png,here
7639,and@xTUwL2.png,and
7640,along@sMVoG7.png,along
7641,opportunity@07XUcT.png,opportunity
7642,new@4GY7Lw.png,new
7643,impact@69oHG8.png,impact
7644,on@DjM74z.png,on
7645,industry@yQKV2a.png,industry
7646,response@f0hbV4.png,response
7647,give@qHrkt6.png,give
7648,not@4GaxrA.png,not
7649,garden@bu2Dd7.png,garden
7650,answer@bTlxGh.png,answer
7651,kind@blvjDV.png,kind
7652,gas@l4tVSM.png,gas
7653,effect@Nohpk2.png,effect
7654,make@Xhpwov.png,make
7655,environmental@uc8Uxj.png,environmental
7656,system@JfMkpE.png,system
7657,table@3PfT26.png,table
7658,serious@7eZRo3.png,serious
7659,approach@7k4lcy.png,approach
7660,gun@0LJqEK.png,gun
7661,defense@t3oiD4.png,defense
7662,someone@IXh04n.png,someone
7663,lose@uHfD8T.png,lose
7664,them@HDNGq2.png,them
7665,relationship@bsJv7S.png,relationship
7666,house@xgkMS4.png,house
7667,region@tRlzHC.png,region
7668,human@wBD4Tz.png,human
7669,smile@Cs94ZL.png,smile
7670,heavy@DWhmI4.png,heavy
7671,again@S8KTxY.png,again
7672,walk@1JPt5q.png,walk
7673,outside@2vDpRy.png,outside
7674,head@sxlzGJ.png,head
7675,both@S6UmeP.png,both
7676,brother@o9xyum.png,brother
7677,girl@WuvNMZ.png,girl
7678,say@6jSxlV.png,say
7679,add@QYKXgE.png,add
7680,view@EeduW1.png,view
7681,force@FJWnu8.png,force
7682,feel@FrZl0v.png,feel
7683,fill@pg78R5.png,fill
7684,property@JsmHaL.png,property
7685,control@cx9ZjW.png,control
7686,while@fdP0Op.png,while
7687,as@5oyhip.png,as
7688,employee@3iDVJI.png,employee
7689,happy@meviD9.png,happy
7690,agree@WIw7A9.png,agree
7691,natural@vyQTIO.png,natural
7692,eye@f1lwkJ.png,eye
7693,behavior@2IveDA.png,behavior
7694,education@Ol3hXy.png,education
7695,a@fU4dvZ.png,a
7696,religious@EzX07S.png,religious
7697,land@9vMESP.png,land
7698,science@5upvxw.png,science
7699,last@2r6hBe.png,last
7700,modern@Jmd2Fv.png,modern
7701,indicate@sQAaWl.png,indicate
7702,wall@86dCTM.png,wall
7703,address@YOG6P5.png,address
7704,its@xN0VMg.png,its
7705,until@RXVDxF.png,until
7706,yes@dSY6xI.png,yes
7707,store@eCnX30.png,store
7708,under@mDnEfk.png,under
7709,during@9BkeFT.png,during
7710,hold@VzSKq1.png,hold
7711,listen@vTlEIt.png,listen
7712,position@iQWtKN.png,position
7713,environmental@W25wQL.png,environmental
7714,nor@NzCy1H.png,nor
7715,natural@7wD2rK.png,natural
7716,see@AhdT9W.png,see
7717,stop@T7lXhn.png,stop
7718,attention@qgaURu.png,attention
7719,trial@8hVkBt.png,trial
7720,wrong@VGZs1w.png,wrong
7721,never@6HLSB0.png,never
7722,arrive@2krVBW.png,arrive
7723,condition@TEbxm6.png,condition
7724,gun@mr3TkP.png,gun
7725,order@oBdN4n.png,order
7726,hospital@nvuR8I.png,hospital
7727,person@wlMFeG.png,person
7728,car@3ZlqFs.png,car
7729,current@5SWFQA.png,current
7730,young@ZoiQIn.png,young
7731,young@LlC8hv.png,young
7732,relate@XcF3Ra.png,relate
7733,manage@CtNXhW.png,manage
7734,couple@WKQ07P.png,couple
7735,ago@qu3JNm.png,ago
7736,another@edC1Dl.png,another
7737,action@qVwQ2C.png,action
7738,several@vPOizT.png,several
7739,whatever@OFaUZX.png,whatever
7740,black@BK1rRX.png,black
7741,power@5cxaLe.png,power
7742,city@wJHLA0.png,city
7743,toward@jEfeGO.png,toward
7744,enough@MQNe7V.png,enough
7745,Democrat@dvINTh.png,Democrat
7746,magazine@UpwBAQ.png,magazine
7747,hotel@GZsIyf.png,hotel
7748,actually@MGmEtu.png,actually
7749,fall@mtif7D.png,fall
7750,nor@hWeKU9.png,nor
7751,candidate@kD1m3a.png,candidate
7752,first@KdBH7i.png,first
7753,seek@fSpUns.png,seek
7754,through@cUF6ox.png,through
7755,mouth@0TYMl5.png,mouth
7756,pretty@wsl80I.png,pretty
7757,stage@2f58qo.png,stage
7758,tell@eAwWkh.png,tell
7759,against@1PkOfd.png,against
7760,parent@cwtGAy.png,parent
7761,officer@l1XuaR.png,officer
7762,land@gVzpPK.png,land
7763,compare@hRsIMr.png,compare
7764,price@r8Iog4.png,price
7765,example@jFIRy9.png,example
7766,last@2JnHM4.png,last
7767,little@72kHXL.png,little
7768,leader@CoSdiN.png,leader
7769,day@qPn02a.png,day
7770,summer@6GWZxD.png,summer
7771,decision@PgG36C.png,decision
7772,message@EtlZ3a.png,message
7773,common@zWcQ5D.png,common
7774,Congress@dYWwJj.png,Congress
7775,thank@d3LOHX.png,thank
7776,anything@VHt7fJ.png,anything
7777,upon@Ev2gFo.png,upon
7778,past@z7gC9O.png,past
7779,position@TXmNpy.png,position
7780,run@sXRjSe.png,run
7781,without@g0UMDQ.png,without
7782,color@xdAgDJ.png,color
7783,example@he3GBj.png,example
7784,democratic@0QHCeU.png,democratic
7785,old@njBRKl.png,old
7786,require@vjWMpd.png,require
7787,theory@n7uv5K.png,theory
7788,together@3GYUzA.png,together
7789,shoulder@3r9jFg.png,shoulder
7790,business@vDA71b.png,business
7791,summer@dVN7b8.png,summer
7792,first@a42UnG.png,first
7793,assume@lMg5jD.png,assume
7794,next@5PI4eK.png,next
7795,foreign@5VTAou.png,foreign
7796,reduce@LuQNUZ.png,reduce
7797,meet@aSQuUx.png,meet
7798,water@Tc15Ds.png,water
7799,side@juqXWM.png,side
7800,require@d6wn0a.png,require
7801,material@5y9EDC.png,material
7802,give@GaEQiH.png,give
7803,sea@Yh3oIx.png,sea
7804,agency@2nvuQF.png,agency
7805,interview@dxvjQF.png,interview
7806,large@kAJeRp.png,large
7807,former@i4Ovjl.png,former
7808,gun@DW6TgB.png,gun
7809,training@K9vMcn.png,training
7810,strong@ETNpjL.png,strong
7811,apply@oHVsQN.png,apply
7812,good@AUzMew.png,good
7813,election@IO9ngs.png,election
7814,well@hLplr4.png,well
7815,indicate@lSCXN3.png,indicate
7816,order@zr6nQc.png,order
7817,opportunity@bgas8P.png,opportunity
7818,always@quPZOS.png,always
7819,oil@gIl9Ze.png,oil
7820,education@wa1ucj.png,education
7821,ball@1geloz.png,ball
7822,why@7lyFeM.png,why
7823,partner@yEgBYh.png,partner
7824,argue@9xJMn0.png,argue
7825,compare@wl1JdO.png,compare
7826,business@PZzqs7.png,business
7827,trip@1zcCh2.png,trip
7828,above@fJmCoL.png,above
7829,look@oZ5FsK.png,look
7830,thing@cTR05K.png,thing
7831,east@19wqtv.png,east
7832,front@fYawl7.png,front
7833,person@CAH7cY.png,person
7834,lot@Q7RX6p.png,lot
7835,discussion@vEgIAt.png,discussion
7836,edge@HugyVB.png,edge
7837,group@VJMz5n.png,group
7838,behavior@xK10Rw.png,behavior
7839,type@SwfkYp.png,type
7840,stuff@1awrOi.png,stuff
7841,process@8KzyrJ.png,process
7842,mother@LAw91q.png,mother
7843,really@k05Yp3.png,really
7844,produce@bIuJ2m.png,produce
7845,factor@aJ7lcO.png,factor
7846,one@sJnSNd.png,one
7847,four@yApL3Q.png,four
7848,huge@zRjhA8.png,huge
7849,office@A2mvxb.png,office
7850,prepare@dvawZ8.png,prepare
7851,be@OZiym0.png,be
7852,structure@Syhn6U.png,structure
7853,away@1kc7tn.png,away
7854,seem@CF6GPR.png,seem
7855,market@1f8yFv.png,market
7856,beautiful@1PrGDM.png,beautiful
7857,people@OTjDgc.png,people
7858,student@fvTMQJ.png,student
7859,street@VfsW6M.png,street
7860,American@JioACG.png,American
7861,according@L3V2h9.png,according
7862,way@fZoqFY.png,way
7863,require@LDHb7n.png,require
7864,perhaps@eN3ps8.png,perhaps
7865,there@UKW2j5.png,there
7866,direction@Z49mnh.png,direction
7867,young@MNXRDC.png,young
7868,offer@h0ANwa.png,offer
7869,edge@R13Dho.png,edge
7870,soon@d5plAo.png,soon
7871,now@KVpxLe.png,now
7872,dark@OzMjx9.png,dark
7873,support@0Ufyw5.png,support
7874,activity@8OlQBo.png,activity
7875,with@hx7nSq.png,with
7876,eat@32RY0O.png,eat
7877,pressure@B1ND7E.png,pressure
7878,middle@YZ3bz5.png,middle
7879,head@yCnXOB.png,head
7880,give@Hl0egN.png,give
7881,work@fK6Vyr.png,work
7882,read@vsKAqf.png,read
7883,scientist@bqvL7x.png,scientist
7884,room@fhtoab.png,room
7885,her@Xhj6mp.png,her
7886,campaign@C9Hk5M.png,campaign
7887,development@IdA8kW.png,development
7888,far@Zf0YFN.png,far
7889,for@KvIzu0.png,for
7890,ago@EbKCJD.png,ago
7891,out@iLbhcS.png,out
7892,because@F4mGZ9.png,because
7893,she@aYeOyp.png,she
7894,measure@GUeB12.png,measure
7895,up@zfT1ea.png,up
7896,technology@og4NPq.png,technology
7897,near@ITaonc.png,near
7898,son@Y2oFZ8.png,son
7899,race@tUVjYI.png,race
7900,leg@GLMbYT.png,leg
7901,southern@OsJBol.png,southern
7902,sign@Vygz9S.png,sign
7903,rich@ue2X3k.png,rich
7904,plant@4pvt9b.png,plant
7905,compare@jB4FZY.png,compare
7906,set@Neg01i.png,set
7907,ability@NFuBli.png,ability
7908,happy@1kaSRb.png,happy
7909,organization@KoMzeA.png,organization
7910,scientist@AWya31.png,scientist
7911,watch@tN4XeJ.png,watch
7912,ten@GYtQ24.png,ten
7913,TV@e4uENo.png,TV
7914,story@io0NAM.png,story
7915,senior@64pD5h.png,senior
7916,human@Os1IRF.png,human
7917,the@FxbqU6.png,the
7918,write@w8BamQ.png,write
7919,third@5h7rsl.png,third
7920,activity@HpLNSh.png,activity
7921,test@hIkARi.png,test
7922,because@ok0gyz.png,because
7923,small@TRBwf6.png,small
7924,tell@QtaeX3.png,tell
7925,service@iSfjQc.png,service
7926,age@AolvtS.png,age
7927,project@5GQUHd.png,project
7928,write@PJTWeE.png,write
7929,buy@VALrsY.png,buy
7930,commercial@iRKvok.png,commercial
7931,less@T57bMp.png,less
7932,first@oBGlqO.png,first
7933,alone@MwDLri.png,alone
7934,wind@VU5znt.png,wind
7935,whom@0MFpSk.png,whom
7936,ever@I0bFMq.png,ever
7937,various@SjaRNg.png,various
7938,miss@hYAVjl.png,miss
7939,agency@EANQZ8.png,agency
7940,base@DBdPQ2.png,base
7941,care@JxreX8.png,care
7942,air@Gb0wdT.png,air
7943,power@6LIJ2j.png,power
7944,involve@GBUXJe.png,involve
7945,hit@wvbx6s.png,hit
7946,law@6o4EhI.png,law
7947,agent@BomPKn.png,agent
7948,next@4vj87X.png,next
7949,per@xMOnGX.png,per
7950,need@mGgpVk.png,need
7951,operation@CXr7Hy.png,operation
7952,involve@aKBQCr.png,involve
7953,there@IY98wf.png,there
7954,skill@TxzeNi.png,skill
7955,entire@d6og0h.png,entire
7956,economic@dI1agk.png,economic
7957,team@5dtQlJ.png,team
7958,fast@fM2Hip.png,fast
7959,degree@giJDxc.png,degree
7960,away@LSchZ4.png,away
7961,hit@4ZtHiB.png,hit
7962,left@CVDdKj.png,left
7963,today@j6UbIq.png,today
7964,item@siJt5U.png,item
7965,sign@IpYaTN.png,sign
7966,fear@DMCRoT.png,fear
7967,side@dIru0x.png,side
7968,almost@E6vQ2f.png,almost
7969,left@ZEreVn.png,left
7970,sport@gihOLp.png,sport
7971,middle@ecQg57.png,middle
7972,four@Z5qlKO.png,four
7973,government@rKGhPn.png,government
7974,fish@z4pof5.png,fish
7975,toward@SX2rQW.png,toward
7976,hot@KRxg8J.png,hot
7977,yeah@acDwQh.png,yeah
7978,too@XoTD2W.png,too
7979,deal@J4H1WF.png,deal
7980,everybody@xPNEUK.png,everybody
7981,wear@XLdp96.png,wear
7982,him@zTIkMC.png,him
7983,drive@q26KOd.png,drive
7984,role@nh6Wko.png,role
7985,owner@mItDBU.png,owner
7986,style@R3VT1A.png,style
7987,billion@Z29jlv.png,billion
7988,hair@G5jw8s.png,hair
7989,mind@JmKPeC.png,mind
7990,reveal@rHt2wC.png,reveal
7991,local@0n3h1q.png,local
7992,staff@xw2g9J.png,staff
7993,interest@R9sp3C.png,interest
7994,improve@3RvdVf.png,improve
7995,would@3HrqFE.png,would
7996,short@ZOKh1r.png,short
7997,car@JvLzm7.png,car
7998,effort@o6Pjwi.png,effort
7999,large@1rQbts.png,large
8000,citizen@OZInQU.png,citizen
8001,agency@JdDZR5.png,agency
8002,nice@8DUygO.png,nice
8003,keep@zWV5T8.png,keep
8004,water@Dday4v.png,water
8005,west@vht6lH.png,west
8006,figure@Xbjz9N.png,figure
8007,military@6zduEj.png,military
8008,even@0wobiz.png,even
8009,meeting@Vpy6nm.png,meeting
8010,rather@SDia03.png,rather
8011,with@PQe4kN.png,with
8012,cell@ftiKEu.png,cell
8013,total@3DmCnS.png,total
8014,raise@90co7M.png,raise
8015,politics@JLxq28.png,politics
8016,system@RArIcz.png,system
8017,start@uxHfbz.png,start
8018,now@T1OJtR.png,now
8019,simple@DvaKTF.png,simple
8020,prevent@DKR7yg.png,prevent
8021,lose@sERaWg.png,lose
8022,figure@fhWuKL.png,figure
8023,read@iglFao.png,read
8024,someone@6fO1Um.png,someone
8025,this@F7fZDk.png,this
8026,cause@5FRb7w.png,cause
8027,media@HnFwjq.png,media
8028,system@4WmniN.png,system
8029,charge@QSvoJs.png,charge
8030,research@cgo7rI.png,research
8031,test@sagH5P.png,test
8032,hour@J1rkEy.png,hour
8033,show@jPXpYL.png,show
8034,involve@EKRh5b.png,involve
8035,order@y0BJo9.png,order
8036,reason@G7PTvi.png,reason
8037,Congress@yCop9g.png,Congress
8038,despite@WI24zk.png,despite
8039,form@d9vseM.png,form
8040,wish@onxgTv.png,wish
8041,more@uoWe29.png,more
8042,should@8BLNJ4.png,should
8043,democratic@dw7N2b.png,democratic
8044,of@HNq8Jz.png,of
8045,face@PnS0de.png,face
8046,place@WRZw9B.png,place
8047,force@VWgyuD.png,force
8048,mention@Eqc40e.png,mention
8049,forward@yUFTxA.png,forward
8050,plan@TYNk1n.png,plan
8051,difficult@0uXDUB.png,difficult
8052,office@bnCyOa.png,office
8053,event@N2ZFUB.png,event
8054,cup@5u8eYd.png,cup
8055,adult@fMWXcs.png,adult
8056,choose@3Dyd40.png,choose
8057,TV@1fkwje.png,TV
8058,reflect@RaLlvP.png,reflect
8059,the@q6LMIC.png,the
8060,return@MCvsP5.png,return
8061,away@KzYIrU.png,away
8062,security@5P4SYl.png,security
8063,clearly@UM7NA3.png,clearly
8064,trouble@kXZagG.png,trouble
8065,it@8cMxgp.png,it
8066,agent@Tb3eDK.png,agent
8067,identify@2ElA34.png,identify
8068,north@E9xOoQ.png,north
8069,pretty@rvoLsQ.png,pretty
8070,political@3IV0BO.png,political
8071,them@9DUM8h.png,them
8072,budget@r7Nok0.png,budget
8073,effort@XecRNd.png,effort
8074,say@3v4D0b.png,say
8075,American@n0MCRs.png,American
8076,federal@SqcTzp.png,federal
8077,continue@ASkOlN.png,continue
8078,minute@ePGTJm.png,minute
8079,as@Cn7iz5.png,as
8080,best@nqHov4.png,best
8081,fear@8SVPRQ.png,fear
8082,evidence@sHJgzu.png,evidence
8083,vote@GJBh0w.png,vote
8084,including@IzuFdc.png,including
8085,sense@5PKwA3.png,sense
8086,this@v6XPV9.png,this
8087,finally@k29h58.png,finally
8088,language@1JkMPN.png,language
8089,impact@16q0lE.png,impact
8090,actually@QGbnKT.png,actually
8091,onto@8oSGLu.png,onto
8092,speak@pJNcDA.png,speak
8093,various@gcPd1K.png,various
8094,price@R2UTm0.png,price
8095,effect@iJYXIK.png,effect
8096,mean@s1VlLm.png,mean
8097,democratic@sk93KS.png,democratic
8098,charge@t4fUBr.png,charge
8099,purpose@8P0T36.png,purpose
8100,suggest@puovXa.png,suggest
8101,hear@ayXELg.png,hear
8102,manage@eTQOND.png,manage
8103,say@7RWq2h.png,say
8104,question@ODCqKn.png,question
8105,international@iZ8Ap4.png,international
8106,according@8KBZpi.png,according
8107,structure@xbvfn6.png,structure
8108,no@e0SQxU.png,no
8109,sister@QFfjo1.png,sister
8110,various@od0LfG.png,various
8111,perhaps@ScgMnY.png,perhaps
8112,purpose@tHMBWu.png,purpose
8113,life@UQZe75.png,life
8114,score@QIy0qN.png,score
8115,drop@3Sgoa0.png,drop
8116,imagine@jaw7eC.png,imagine
8117,the@esuRqh.png,the
8118,organization@u1ZAwL.png,organization
8119,per@vFgOKU.png,per
8120,total@vNFjbJ.png,total
8121,quality@niMdem.png,quality
8122,program@032igz.png,program
8123,sing@fBIM3c.png,sing
8124,politics@GUmMkf.png,politics
8125,language@fpbhvR.png,language
8126,network@e5Qhwf.png,network
8127,ability@bVnpcw.png,ability
8128,sport@XY45LB.png,sport
8129,offer@IC2Dpi.png,offer
8130,couple@jJqkf5.png,couple
8131,paper@YoP9kR.png,paper
8132,prepare@LtdZyJ.png,prepare
8133,pattern@sA91Ne.png,pattern
8134,want@mVLxBI.png,want
8135,last@b06Kph.png,last
8136,traditional@7EPmGC.png,traditional
8137,home@xm8kaq.png,home
8138,stuff@xFOn0v.png,stuff
8139,election@wIJmT5.png,election
8140,similar@F5m3PI.png,similar
8141,raise@1vEP9T.png,raise
8142,relationship@tS1N9W.png,relationship
8143,fine@tLFpeH.png,fine
8144,size@dA9cYy.png,size
8145,over@alW6OE.png,over
8146,radio@VYyWtK.png,radio
8147,road@loRxJM.png,road
8148,enough@GuKbja.png,enough
8149,rest@w1KS9u.png,rest
8150,especially@C7Ryuh.png,especially
8151,range@8pLmrY.png,range
8152,even@KhO04D.png,even
8153,maintain@dPXBkC.png,maintain
8154,positive@PNZtWf.png,positive
8155,general@ZKlSGf.png,general
8156,else@q5pQVF.png,else
8157,scene@JQ3yEg.png,scene
8158,loss@bLAriW.png,loss
8159,me@LHwvE1.png,me
8160,point@j9xXlC.png,point
8161,both@qOCXhS.png,both
8162,leg@RrmNhp.png,leg
8163,miss@kO8NeY.png,miss
8164,product@g9y7Q4.png,product
8165,enter@grqsUw.png,enter
8166,effort@WBbp7Y.png,effort
8167,medical@B26uO9.png,medical
8168,small@hoHzxi.png,small
8169,issue@q3Qd0N.png,issue
8170,discussion@BnIgWT.png,discussion
8171,effort@CxLS2M.png,effort
8172,soldier@fqiwvF.png,soldier
8173,rock@KtDJh3.png,rock
8174,generation@8vCSmy.png,generation
8175,cause@qHnab9.png,cause
8176,meet@3FNX1e.png,meet
8177,risk@XjWP2U.png,risk
8178,behind@ryvAfo.png,behind
8179,whose@a4629P.png,whose
8180,suggest@PmX38o.png,suggest
8181,past@7vJ8pT.png,past
8182,result@156sMN.png,result
8183,second@TRK9ek.png,second
8184,quickly@ouwgmF.png,quickly
8185,short@sjGuih.png,short
8186,material@LV0B1O.png,material
8187,start@eg8fkJ.png,start
8188,he@8nIVOf.png,he
8189,trip@dwQxts.png,trip
8190,able@3tBVW8.png,able
8191,themselves@qAj9b0.png,themselves
8192,community@geOM3C.png,community
8193,sign@ycausP.png,sign
8194,cup@v8wSJl.png,cup
8195,sound@spZKMY.png,sound
8196,likely@izyqPD.png,likely
8197,north@Sol4xL.png,north
8198,budget@arPmEt.png,budget
8199,various@HJO4mk.png,various
8200,factor@NMtQKv.png,factor
8201,provide@OM4EhX.png,provide
8202,truth@3H4kX8.png,truth
8203,nation@mqGRLe.png,nation
8204,account@UWJhuI.png,account
8205,ground@sJZo5q.png,ground
8206,dog@dS295f.png,dog
8207,civil@EjBlxK.png,civil
8208,and@YHMBuQ.png,and
8209,bed@I2gydh.png,bed
8210,only@oDWKLM.png,only
8211,play@hiARCW.png,play
8212,value@pTu6sG.png,value
8213,should@NULqwD.png,should
8214,million@xEt1OV.png,million
8215,deep@L05Eoe.png,deep
8216,main@9o0O3Z.png,main
8217,performance@fG0jFA.png,performance
8218,including@wd4ExH.png,including
8219,fish@nbe8rQ.png,fish
8220,whom@newDx3.png,whom
8221,close@NrZEsm.png,close
8222,build@UNzuP3.png,build
8223,lose@61OMLh.png,lose
8224,character@MK8t5f.png,character
8225,impact@PY0XUT.png,impact
8226,Mrs@t1FeQM.png,Mrs
8227,forget@e0Og31.png,forget
8228,national@vG7sF9.png,national
8229,field@WRdaU2.png,field
8230,pressure@QEhTdW.png,pressure
8231,summer@6l5b8V.png,summer
8232,play@cTds9w.png,play
8233,future@xea8Ds.png,future
8234,interesting@n635LR.png,interesting
8235,church@JgBhI7.png,church
8236,special@SZjvgk.png,special
8237,go@8JWgwV.png,go
8238,entire@JV2wQr.png,entire
8239,outside@E82UA4.png,outside
8240,choice@jBw8UN.png,choice
8241,town@SY9xZM.png,town
8242,see@MsfYZC.png,see
8243,art@bwYrtp.png,art
8244,soon@zsyqpU.png,soon
8245,produce@41w7RZ.png,produce
8246,daughter@Rukwnm.png,daughter
8247,arrive@n7oayE.png,arrive
8248,rich@jgBIvD.png,rich
8249,sometimes@VfwMDo.png,sometimes
8250,series@NyOMXl.png,series
8251,sing@xWl9Mk.png,sing
8252,soldier@5mh1s7.png,soldier
8253,own@IMmcFG.png,own
8254,someone@rFBls1.png,someone
8255,physical@qxc6oJ.png,physical
8256,cup@veBc0p.png,cup
8257,skill@zhEsGc.png,skill
8258,floor@Eqmzpg.png,floor
8259,traditional@XAOQER.png,traditional
8260,Congress@bih7P5.png,Congress
8261,treatment@3TRHWx.png,treatment
8262,western@kIBqyo.png,western
8263,style@1PyWlF.png,style
8264,trip@mAoQFB.png,trip
8265,population@uclGfM.png,population
8266,girl@UK6PIY.png,girl
8267,hundred@agjVZi.png,hundred
8268,direction@W2AVYn.png,direction
8269,whom@canpdN.png,whom
8270,home@NpbZRu.png,home
8271,wind@GhW6st.png,wind
8272,card@qkVz2D.png,card
8273,nation@CwJ0N7.png,nation
8274,fast@bQ8Wkm.png,fast
8275,head@USIeKL.png,head
8276,how@McIkqx.png,how
8277,management@acBeJm.png,management
8278,art@6hYqa9.png,art
8279,throughout@omSntK.png,throughout
8280,effort@zODRVq.png,effort
8281,this@4t8e1Q.png,this
8282,administration@6nOezM.png,administration
8283,large@UeSphi.png,large
8284,might@x4CwAQ.png,might
8285,push@z61cw7.png,push
8286,let@yuUiwl.png,let
